"signal" "activity" "subject_id" "average_mean" "average_std_dev"
"fBodyBodyAccJerkMag" "SITTING" 23 -0.974121466764706 -0.972117016617647
"fBodyBodyAccJerkMag" "SITTING" 24 -0.984469962941177 -0.98561372
"fBodyBodyAccJerkMag" "SITTING" 25 -0.987941825538462 -0.987618801076923
"fBodyBodyAccJerkMag" "SITTING" 26 -0.989481942820513 -0.989521272820513
"fBodyBodyAccJerkMag" "SITTING" 27 -0.988773269428571 -0.988531651142857
"fBodyBodyAccJerkMag" "SITTING" 28 -0.969178686666667 -0.970823336388889
"fBodyBodyAccJerkMag" "SITTING" 29 -0.990093703833333 -0.989822909333333
"fBodyBodyAccJerkMag" "SITTING" 30 -0.985826330967742 -0.985294959032258
"fBodyBodyAccJerkMag" "STANDING" 1 -0.99254247754717 -0.992536003396226
"fBodyBodyAccJerkMag" "STANDING" 2 -0.977065295555556 -0.97516046
"fBodyBodyAccJerkMag" "STANDING" 3 -0.948627467704918 -0.94820681442623
"fBodyBodyAccJerkMag" "STANDING" 4 -0.956139283571429 -0.96003249875
"fBodyBodyAccJerkMag" "STANDING" 5 -0.941825903035714 -0.943601960178571
"fBodyBodyAccJerkMag" "STANDING" 6 -0.955914005438597 -0.95538157877193
"fBodyBodyAccJerkMag" "STANDING" 7 -0.967417888301887 -0.969092161886792
"fBodyBodyAccJerkMag" "STANDING" 8 -0.979745872037037 -0.979135440925926
"fBodyBodyAccJerkMag" "STANDING" 9 -0.963242884 -0.963593159555556
"fBodyBodyAccJerkMag" "STANDING" 10 -0.951633690454545 -0.952105964545455
"fBodyBodyAccJerkMag" "STANDING" 11 -0.988636595319149 -0.98802123106383
"fBodyBodyAccJerkMag" "STANDING" 12 -0.960859009508197 -0.964145595245902
"fBodyBodyAccJerkMag" "STANDING" 13 -0.981977536491228 -0.980621262631579
"fBodyBodyAccJerkMag" "STANDING" 14 -0.970214125833333 -0.969677515666667
"fBodyBodyAccJerkMag" "STANDING" 15 -0.979078785660377 -0.980184086603774
"fBodyBodyAccJerkMag" "STANDING" 16 -0.986502687948718 -0.985912716923077
"fBodyBodyAccJerkMag" "STANDING" 17 -0.990162798846154 -0.989472086666667
"fBodyBodyAccJerkMag" "STANDING" 18 -0.984987073150685 -0.986277356712329
"fBodyBodyAccJerkMag" "STANDING" 19 -0.979135412739726 -0.979179149452055
"fBodyBodyAccJerkMag" "STANDING" 20 -0.940007897123288 -0.936025033013699
"fBodyBodyAccJerkMag" "STANDING" 21 -0.970634296404494 -0.97192611741573
"fBodyBodyAccJerkMag" "STANDING" 22 -0.959743877936508 -0.95665395968254
"fBodyBodyAccJerkMag" "STANDING" 23 -0.973798155735294 -0.9750536875
"fBodyBodyAccJerkMag" "STANDING" 24 -0.972251355217391 -0.973195509565217
"fBodyBodyAccJerkMag" "STANDING" 25 -0.982294170810811 -0.982083315
"fBodyBodyAccJerkMag" "STANDING" 26 -0.98287688945946 -0.981129312702703
"fBodyBodyAccJerkMag" "STANDING" 27 -0.984151646 -0.983022277625
"fBodyBodyAccJerkMag" "STANDING" 28 -0.952727765189873 -0.954963155316456
"fBodyBodyAccJerkMag" "STANDING" 29 -0.989793892615385 -0.990327934615385
"fBodyBodyAccJerkMag" "STANDING" 30 -0.953357615932203 -0.946639846949153
"fBodyBodyAccJerkMag" "WALKING" 1 -0.0571194000343158 -0.103492403002105
"fBodyBodyAccJerkMag" "WALKING" 2 -0.169064352813559 -0.164091969449153
"fBodyBodyAccJerkMag" "WALKING" 3 -0.186764516965517 -0.0898519904044828
"fBodyBodyAccJerkMag" "WALKING" 4 -0.318587811 -0.320458701
"fBodyBodyAccJerkMag" "WALKING" 5 -0.269481661080357 -0.305685376071429
"fBodyBodyAccJerkMag" "WALKING" 6 -0.055401423331579 -0.0964999702982456
"fBodyBodyAccJerkMag" "WALKING" 7 -0.0384187298547368 -0.022138358
"fBodyBodyAccJerkMag" "WALKING" 8 -0.123834409766667 -0.276436130125
"fBodyBodyAccJerkMag" "WALKING" 9 -0.316870715576923 -0.322337536730769
"fBodyBodyAccJerkMag" "WALKING" 10 0.0205189516981132 0.0502087634986792
"fBodyBodyAccJerkMag" "WALKING" 11 -0.395116134237288 -0.41744681559322
"fBodyBodyAccJerkMag" "WALKING" 12 -0.029912425338 -0.013953908696
"fBodyBodyAccJerkMag" "WALKING" 13 -0.15211150075614 -0.113591923723684
"fBodyBodyAccJerkMag" "WALKING" 14 -0.431591453389831 -0.453426008983051
"fBodyBodyAccJerkMag" "WALKING" 15 -0.289753952407407 -0.342411927851852
"fBodyBodyAccJerkMag" "WALKING" 16 -0.378278490588235 -0.441447754509804
"fBodyBodyAccJerkMag" "WALKING" 17 -0.335938891803279 -0.211231860180328
"fBodyBodyAccJerkMag" "WALKING" 18 -0.41403775125 -0.444453486071429
"fBodyBodyAccJerkMag" "WALKING" 19 0.0730179928688462 -0.0222869586038462
"fBodyBodyAccJerkMag" "WALKING" 20 0.0545269493972549 -0.0310650270227451
"fBodyBodyAccJerkMag" "WALKING" 21 -0.144009889665385 -0.0186734409634615
"fBodyBodyAccJerkMag" "WALKING" 22 0.0659727285 0.158286745226087
"fBodyBodyAccJerkMag" "WALKING" 23 -0.0180705701559322 -0.0457372334118644
"fBodyBodyAccJerkMag" "WALKING" 24 -0.418641046896552 -0.40297998362069
"fBodyBodyAccJerkMag" "WALKING" 25 -0.564591342162162 -0.51900424972973
"fBodyBodyAccJerkMag" "WALKING" 26 -0.293358341186441 -0.268948465423729
"fBodyBodyAccJerkMag" "WALKING" 27 -0.259934013157895 -0.279732022017544
"fBodyBodyAccJerkMag" "WALKING" 28 -0.360811456296296 -0.436273009814815
"fBodyBodyAccJerkMag" "WALKING" 29 -0.108978206490566 -0.169506499226415
"fBodyBodyAccJerkMag" "WALKING" 30 -0.347180134692308 -0.366537416615385
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 1 0.0262184949326531 -0.104052260726531
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 2 0.222247409576596 0.227480732542553
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 3 -0.049477977322449 -0.159102288018367
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 4 -0.175295286557778 -0.280426776955556
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 5 0.00918394264170213 -0.089735699787234
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 6 0.243834258785417 0.15480886140625
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 7 0.067389886106383 0.107856840302128
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 8 0.331528459921053 0.134734731236842
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 9 0.00716877883571429 0.0705526138333333
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 10 0.156978047052632 0.0380266696789474
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 11 -0.097454996626087 -0.173661753717391
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 12 0.0769968373 0.0420631251108696
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 13 -0.0282156656914894 -0.0709893839055319
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 14 0.186223478065556 0.194263424111111
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 15 0.158413334683333 0.1505077506
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 16 -0.0745659082223404 -0.0919623368021277
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 17 -0.188680399771739 -0.236538515947826
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 18 -0.3833987134 -0.386565072363636
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 19 0.538404846128205 0.316346415348718
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 20 0.0137917152644444 0.0790379799133333
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 21 0.112442619741778 0.06320531452
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 22 0.0224783539805556 -0.118530349166667
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 23 0.335009724333333 0.2244805035
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 24 -0.200830137109091 -0.0827554911536364
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 25 -0.471642111551724 -0.502224768103448
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 26 -0.15317202912 -0.067941075972
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 27 0.010857564025 -0.113625944990909
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 28 -0.0128823827326087 -0.0883598523695652
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 29 0.000448896304791667 -0.0797714324854167
"fBodyBodyAccJerkMag" "WALKING_DOWNSTAIRS" 30 -0.125961400367742 -0.133124304612577
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 1 -0.44265216245283 -0.533059853773585
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 2 -0.189511136902083 -0.2604238389625
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 3 -0.412920898474576 -0.48060920220339
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 4 -0.397406285 -0.497324087307692
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 5 -0.264674938957447 -0.378616675957447
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 6 -0.169868234496078 -0.177734840922353
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 7 -0.45478324745098 -0.497441363137255
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 8 -0.131850567460976 -0.379266499780488
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 9 -0.419533108571429 -0.484935752040816
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 10 -0.153553147382979 -0.334365043829787
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 11 -0.475928501666667 -0.513703461481481
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 12 -0.3208844625 -0.346565141730769
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 13 -0.425100006545455 -0.491090809090909
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 14 -0.288744334092593 -0.409847649281481
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 15 -0.261956679958333 -0.391313399375
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 16 -0.475597717843137 -0.51993124
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 17 -0.360299853125 -0.437383107916667
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 18 -0.574481396551724 -0.587926077068965
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 19 -0.187391317015 -0.43467125
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 20 -0.215014031556863 -0.280450026862745
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 21 -0.355443706553191 -0.47772185
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 22 -0.0458020362119048 -0.151299835619048
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 23 -0.302968064764706 -0.454324844901961
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 24 -0.429800778813559 -0.45964779779661
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 25 -0.654795110615385 -0.703433692615385
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 26 -0.294970470909091 -0.393715352181818
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 27 -0.460770277843137 -0.473011558823529
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 28 -0.294433415745098 -0.374495907647059
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 29 -0.239108046693878 -0.280583556530612
"fBodyBodyAccJerkMag" "WALKING_UPSTAIRS" 30 -0.549784890615385 -0.580878133230769
"fBodyBodyGyroJerkMag" "LAYING" 1 -0.9423669466 -0.9326606676
"fBodyBodyGyroJerkMag" "LAYING" 2 -0.990248702291667 -0.989492660416667
"fBodyBodyGyroJerkMag" "LAYING" 3 -0.984278251290323 -0.982568158064516
"fBodyBodyGyroJerkMag" "LAYING" 4 -0.983609073333333 -0.982543631666667
"fBodyBodyGyroJerkMag" "LAYING" 5 -0.984618025769231 -0.983434493076923
"fBodyBodyGyroJerkMag" "LAYING" 6 -0.953695957368421 -0.955504654561404
"fBodyBodyGyroJerkMag" "LAYING" 7 -0.974117912115385 -0.969403035384615
"fBodyBodyGyroJerkMag" "LAYING" 8 -0.968403945925926 -0.971793279814815
"fBodyBodyGyroJerkMag" "LAYING" 9 -0.9558062546 -0.9522904702
"fBodyBodyGyroJerkMag" "LAYING" 10 -0.960976821551724 -0.960772875517241
"fBodyBodyGyroJerkMag" "LAYING" 11 -0.985978837192982 -0.983569468245614
"fBodyBodyGyroJerkMag" "LAYING" 12 -0.963949607166667 -0.961911612333333
"fBodyBodyGyroJerkMag" "LAYING" 13 -0.978150814032258 -0.972798632258065
"fBodyBodyGyroJerkMag" "LAYING" 14 -0.966455343137255 -0.963666018039216
"fBodyBodyGyroJerkMag" "LAYING" 15 -0.975727853888889 -0.972645710694444
"fBodyBodyGyroJerkMag" "LAYING" 16 -0.988695277714286 -0.988058401142857
"fBodyBodyGyroJerkMag" "LAYING" 17 -0.982765526478873 -0.981983437605634
"fBodyBodyGyroJerkMag" "LAYING" 18 -0.991901007538462 -0.992737961692308
"fBodyBodyGyroJerkMag" "LAYING" 19 -0.981890470361446 -0.97932784746988
"fBodyBodyGyroJerkMag" "LAYING" 20 -0.981119820588235 -0.981986152941177
"fBodyBodyGyroJerkMag" "LAYING" 21 -0.982993315111111 -0.982305117444444
"fBodyBodyGyroJerkMag" "LAYING" 22 -0.976638980972222 -0.972789020833333
"fBodyBodyGyroJerkMag" "LAYING" 23 -0.981846854305556 -0.98158514125
"fBodyBodyGyroJerkMag" "LAYING" 24 -0.978596740694444 -0.980096981111111
"fBodyBodyGyroJerkMag" "LAYING" 25 -0.96825160890411 -0.970457947534247
"fBodyBodyGyroJerkMag" "LAYING" 26 -0.990430914078947 -0.989628012236842
"fBodyBodyGyroJerkMag" "LAYING" 27 -0.993563778648649 -0.993552299324324
"fBodyBodyGyroJerkMag" "LAYING" 28 -0.971830582375 -0.96931982125
"fBodyBodyGyroJerkMag" "LAYING" 29 -0.997617389275362 -0.99758523057971
"fBodyBodyGyroJerkMag" "LAYING" 30 -0.977821335571429 -0.975481548714286
"fBodyBodyGyroJerkMag" "SITTING" 1 -0.989797547234043 -0.987049617234043
"fBodyBodyGyroJerkMag" "SITTING" 2 -0.989861950869565 -0.989632908913043
"fBodyBodyGyroJerkMag" "SITTING" 3 -0.977898105576923 -0.976689802692308
"fBodyBodyGyroJerkMag" "SITTING" 4 -0.9765477634 -0.9762617538
"fBodyBodyGyroJerkMag" "SITTING" 5 -0.971598370227273 -0.970675403409091
"fBodyBodyGyroJerkMag" "SITTING" 6 -0.952034566 -0.951196693454545
"fBodyBodyGyroJerkMag" "SITTING" 7 -0.978634991458333 -0.97496593875
"fBodyBodyGyroJerkMag" "SITTING" 8 -0.987730604130435 -0.986147262608696
"fBodyBodyGyroJerkMag" "SITTING" 9 -0.9683155878 -0.9659970148
"fBodyBodyGyroJerkMag" "SITTING" 10 -0.992191529259259 -0.991409100925926
"fBodyBodyGyroJerkMag" "SITTING" 11 -0.987255972641509 -0.985607229245283
"fBodyBodyGyroJerkMag" "SITTING" 12 -0.97848445372549 -0.979256387058824
"fBodyBodyGyroJerkMag" "SITTING" 13 -0.991723741632653 -0.991219445918367
"fBodyBodyGyroJerkMag" "SITTING" 14 -0.987324239259259 -0.987065177777778
"fBodyBodyGyroJerkMag" "SITTING" 15 -0.990180959322034 -0.989503941694915
"fBodyBodyGyroJerkMag" "SITTING" 16 -0.989363136376812 -0.987506348985507
"fBodyBodyGyroJerkMag" "SITTING" 17 -0.995204564375 -0.99362452375
"fBodyBodyGyroJerkMag" "SITTING" 18 -0.99480818754386 -0.994967621754386
"fBodyBodyGyroJerkMag" "SITTING" 19 -0.986727418493151 -0.985416444657534
"fBodyBodyGyroJerkMag" "SITTING" 20 -0.976108353787879 -0.975226588333333
"fBodyBodyGyroJerkMag" "SITTING" 21 -0.990014272588235 -0.991062204823529
"fBodyBodyGyroJerkMag" "SITTING" 22 -0.977775448387097 -0.976318114516129
"fBodyBodyGyroJerkMag" "SITTING" 23 -0.980707211470588 -0.978499038088235
"fBodyBodyGyroJerkMag" "SITTING" 24 -0.990854751176471 -0.990933058235294
"fBodyBodyGyroJerkMag" "SITTING" 25 -0.991781701692308 -0.992019559538462
"fBodyBodyGyroJerkMag" "SITTING" 26 -0.993985447564103 -0.99420976974359
"fBodyBodyGyroJerkMag" "SITTING" 27 -0.992390264285714 -0.991967776285714
"fBodyBodyGyroJerkMag" "SITTING" 28 -0.979465868888889 -0.97839537
"fBodyBodyGyroJerkMag" "SITTING" 29 -0.995063049 -0.994742028
"fBodyBodyGyroJerkMag" "SITTING" 30 -0.991750682096774 -0.990946424516129
"fBodyBodyGyroJerkMag" "STANDING" 1 -0.994815376981132 -0.994671123207547
"fBodyBodyGyroJerkMag" "STANDING" 2 -0.977849827407407 -0.977754298148148
"fBodyBodyGyroJerkMag" "STANDING" 3 -0.960331717868852 -0.957121510491803
"fBodyBodyGyroJerkMag" "STANDING" 4 -0.964471139464286 -0.9664302175
"fBodyBodyGyroJerkMag" "STANDING" 5 -0.952286438035714 -0.946196462857143
"fBodyBodyGyroJerkMag" "STANDING" 6 -0.955425138245614 -0.952088499473684
"fBodyBodyGyroJerkMag" "STANDING" 7 -0.973671168679245 -0.971899418301887
"fBodyBodyGyroJerkMag" "STANDING" 8 -0.983709233333333 -0.981832336296296
"fBodyBodyGyroJerkMag" "STANDING" 9 -0.967491628 -0.964770799111111
"fBodyBodyGyroJerkMag" "STANDING" 10 -0.965614081363636 -0.965055815454545
"fBodyBodyGyroJerkMag" "STANDING" 11 -0.992981019787234 -0.992277468510638
"fBodyBodyGyroJerkMag" "STANDING" 12 -0.963059791967213 -0.962909739016393
"fBodyBodyGyroJerkMag" "STANDING" 13 -0.977197403859649 -0.976467330175439
"fBodyBodyGyroJerkMag" "STANDING" 14 -0.969175636833333 -0.966019259166667
"fBodyBodyGyroJerkMag" "STANDING" 15 -0.983188091886792 -0.980329709433962
"fBodyBodyGyroJerkMag" "STANDING" 16 -0.99117243 -0.990672800769231
"fBodyBodyGyroJerkMag" "STANDING" 17 -0.992723939358974 -0.992177303589744
"fBodyBodyGyroJerkMag" "STANDING" 18 -0.988960668767123 -0.988407465205479
"fBodyBodyGyroJerkMag" "STANDING" 19 -0.984536610136986 -0.982228582191781
"fBodyBodyGyroJerkMag" "STANDING" 20 -0.929600007123288 -0.927225720410959
"fBodyBodyGyroJerkMag" "STANDING" 21 -0.976126760674157 -0.977706619550562
"fBodyBodyGyroJerkMag" "STANDING" 22 -0.968377798253968 -0.965344726666667
"fBodyBodyGyroJerkMag" "STANDING" 23 -0.972598810882353 -0.973849691470588
"fBodyBodyGyroJerkMag" "STANDING" 24 -0.981119237826087 -0.9797551
"fBodyBodyGyroJerkMag" "STANDING" 25 -0.98401783027027 -0.983098935945946
"fBodyBodyGyroJerkMag" "STANDING" 26 -0.985762255540541 -0.983313996081081
"fBodyBodyGyroJerkMag" "STANDING" 27 -0.98941848275 -0.988579092
"fBodyBodyGyroJerkMag" "STANDING" 28 -0.958758576835443 -0.955983424556962
"fBodyBodyGyroJerkMag" "STANDING" 29 -0.991672052 -0.991516778307692
"fBodyBodyGyroJerkMag" "STANDING" 30 -0.959242165084746 -0.955008564237288
"fBodyBodyGyroJerkMag" "WALKING" 1 -0.319308593778947 -0.381601911789474
"fBodyBodyGyroJerkMag" "WALKING" 2 -0.583249293389831 -0.558104554745763
"fBodyBodyGyroJerkMag" "WALKING" 3 -0.607751646034483 -0.549087007931034
"fBodyBodyGyroJerkMag" "WALKING" 4 -0.724327420666667 -0.757768081166667
"fBodyBodyGyroJerkMag" "WALKING" 5 -0.548053574821429 -0.455665300892857
"fBodyBodyGyroJerkMag" "WALKING" 6 -0.366500534122807 -0.408078906482456
"fBodyBodyGyroJerkMag" "WALKING" 7 -0.155339855862632 -0.0841663774087719
"fBodyBodyGyroJerkMag" "WALKING" 8 -0.473026230833333 -0.581240190833333
"fBodyBodyGyroJerkMag" "WALKING" 9 -0.602581618269231 -0.624351923653846
"fBodyBodyGyroJerkMag" "WALKING" 10 -0.515065335849057 -0.517675799056604
"fBodyBodyGyroJerkMag" "WALKING" 11 -0.751914457457627 -0.773574064745763
"fBodyBodyGyroJerkMag" "WALKING" 12 -0.5611764414 -0.5649340126
"fBodyBodyGyroJerkMag" "WALKING" 13 -0.338527133789474 -0.349285611070175
"fBodyBodyGyroJerkMag" "WALKING" 14 -0.591036936101695 -0.65567766220339
"fBodyBodyGyroJerkMag" "WALKING" 15 -0.645075178148148 -0.654010147222222
"fBodyBodyGyroJerkMag" "WALKING" 16 -0.72068229 -0.745726853921569
"fBodyBodyGyroJerkMag" "WALKING" 17 -0.582711859672131 -0.520385479180328
"fBodyBodyGyroJerkMag" "WALKING" 18 -0.710596311071429 -0.769408385535714
"fBodyBodyGyroJerkMag" "WALKING" 19 -0.262442822846154 -0.336148733
"fBodyBodyGyroJerkMag" "WALKING" 20 -0.180365335498431 -0.171975765239216
"fBodyBodyGyroJerkMag" "WALKING" 21 -0.4995972025 -0.429323466346154
"fBodyBodyGyroJerkMag" "WALKING" 22 -0.553946121521739 -0.476405270434783
"fBodyBodyGyroJerkMag" "WALKING" 23 0.146618569064407 0.287834616098305
"fBodyBodyGyroJerkMag" "WALKING" 24 -0.571594392068966 -0.567447731896552
"fBodyBodyGyroJerkMag" "WALKING" 25 -0.770300895540541 -0.75738578027027
"fBodyBodyGyroJerkMag" "WALKING" 26 -0.619461036101695 -0.612930343220339
"fBodyBodyGyroJerkMag" "WALKING" 27 -0.623288199649123 -0.639242384210526
"fBodyBodyGyroJerkMag" "WALKING" 28 -0.595965103703704 -0.589071730555556
"fBodyBodyGyroJerkMag" "WALKING" 29 -0.628501115849057 -0.618667722641509
"fBodyBodyGyroJerkMag" "WALKING" 30 -0.547621753230769 -0.578580044615385
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 1 -0.281963359177551 -0.391919876612245
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 2 -0.380175306489362 -0.343698985425532
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 3 -0.576277199387755 -0.624910820612245
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 4 -0.621752455777778 -0.685470931777778
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 5 -0.453697247021277 -0.487128422553191
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 6 -0.132705384364583 -0.145733545496458
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 7 -0.289096677191489 -0.353544695678723
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 8 -0.125179586744737 -0.26298447
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 9 -0.463172053809524 -0.485158906904762
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 10 -0.484196484736842 -0.544988519210526
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 11 -0.668340527608696 -0.714229669347826
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 12 -0.458227490826087 -0.486780424347826
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 13 -0.266399903210638 -0.343094861202128
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 14 -0.254747132274667 -0.356849425488889
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 15 -0.565396130714286 -0.593472444285714
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 16 -0.58966315 -0.633479804680851
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 17 -0.57734888 -0.643399203913044
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 18 -0.744236045090909 -0.763430801654545
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 19 -0.0229045295641026 -0.143254547512821
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 20 -0.311668472555556 -0.281657285946667
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 21 -0.490804948444444 -0.571666834444444
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 22 -0.583510518055556 -0.697451438611111
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 23 0.0746754643666667 -0.0398573780185185
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 24 -0.474449925818182 -0.478030486181818
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 25 -0.687034281206897 -0.693032409137931
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 26 -0.4722007526 -0.4894973794
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 27 -0.46777776875 -0.502831373477273
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 28 -0.396720714347826 -0.464722244347826
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 29 -0.596578626041667 -0.626675982083333
"fBodyBodyGyroJerkMag" "WALKING_DOWNSTAIRS" 30 -0.617578814032258 -0.645503942419355
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 1 -0.634665082075472 -0.693930521509434
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 2 -0.60079849625 -0.621820202916667
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 3 -0.716877778644068 -0.740033436271186
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 4 -0.740749226346154 -0.794209483076923
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 5 -0.571344138723404 -0.572485019787234
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 6 -0.45923633377451 -0.455937719019608
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 7 -0.673327281960784 -0.704090967843137
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 8 -0.46327057804878 -0.575733290731707
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 9 -0.734159449387755 -0.787781590816326
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 10 -0.600582998297872 -0.67129056212766
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 11 -0.795986113703704 -0.822428718888889
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 12 -0.714332592115385 -0.733130764423077
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 13 -0.656088544363636 -0.712261499636364
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 14 -0.457250612407407 -0.564964076388889
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 15 -0.731422357916667 -0.793104483333333
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 16 -0.787833632352941 -0.825314327058824
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 17 -0.669008763541667 -0.7241557425
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 18 -0.826193160862069 -0.860910992241379
"fBodyBodyGyroJerkMag" "WALKING_UPSTAIRS" 19 -0.4771839145 -0.58828966075
